Filters,SSIM
No filter,0.99941278779769
median,0.939555778191776
Lee,0.983214813394338
Frost,0.986559316548764
Kuan,0.971961994225475
bilateral,0.96843723519424
gamma_MAP,0.99511726951959
anisotropic diffusion exp g,0.999127342887919
anisotropic diffusion quad g,0.990916100910706
