Filters,SSIM
No filter,0.831593300387818
median,0.257532223280296
Lee,0.681568594712338
Frost,0.763035190556624
Kuan,0.141714722706432
bilateral,0.366954763506635
gamma_MAP,0.491734163146532
anisotropic diffusion exp g,0.364638374184812
anisotropic diffusion quad g,0.364371051930446
