Filters,SSIM
No filter,0.334469136456429
median,0.952804181577657
Lee,0.897413947711754
Frost,0.94462662390599
Kuan,0.822712759692238
bilateral,0.844488333306743
gamma_MAP,0.86122815657676
anisotropic diffusion exp g,0.951536420118057
anisotropic diffusion quad g,0.928119055988226
