Filters,SSIM
No filter,0.994476791074995
median,0.270407188693387
Lee,0.687084899171127
Frost,0.917055195282461
Kuan,-0.0119055904574264
bilateral,0.757054508349173
gamma_MAP,0.504226297292404
anisotropic diffusion exp g,0.374448494474456
anisotropic diffusion quad g,0.374178915301504
