Filters,SSIM
No filter,0.706136858103553
median,0.991763072374456
Lee,0.940045497613659
Frost,0.982694106603838
Kuan,0.940530132884419
bilateral,0.913183738707464
gamma_MAP,0.959397008463106
anisotropic diffusion exp g,0.988990183486051
anisotropic diffusion quad g,0.965933399908273
