Filters,SSIM
No filter,0.756991336025983
median,0.771065175281236
Lee,0.840486410743129
Frost,0.787708378974975
Kuan,0.85124024170445
bilateral,0.776045142240625
gamma_MAP,0.912546284682794
anisotropic diffusion exp g,0.936743846807014
anisotropic diffusion quad g,0.880944227713587
