Filters,SSIM
No filter,0.728455103984862
median,0.801095513066504
Lee,0.854844815083088
Frost,0.935431600138428
Kuan,0.882773655697424
bilateral,0.829924416624592
gamma_MAP,0.916720379969092
anisotropic diffusion exp g,0.93349933292668
anisotropic diffusion quad g,0.94045060480294
