Filters,SSIM
No filter,0.652773005639629
median,0.987102240194467
Lee,0.970338123158509
Frost,0.990826212958434
Kuan,0.955652854420213
bilateral,0.968444389977149
gamma_MAP,0.965912023409027
anisotropic diffusion exp g,0.98366979425509
anisotropic diffusion quad g,0.984463776297651
